# num_image x_src y_src, sep, ein, fr, zs, fs, flag_out, frac_sh_trunc
# x_img, y_img, mag, delay, kappa, gamma1, gamma2 kappa*
# zmin, zmax, log10Mhmin, log10Mhmax, log10mshmin, log10mshmax, n_bins: 0.10, 2.00, 11.00, 16.00, 10.00, 16.00, 100
 5.548138e-02 -3.521831e-02  2.500257e-01  1.525080e+01  3.159173e+00 -4.891988e-01  6.504789e-01  2.392460e+00
3  8.931319e-02 -4.873213e-01  3.225800e+00  1.366180e+00  1.574323e-01  1.090000e+00 1 2 -1.000000e+00
 3.858302e-01 -2.192306e+00  2.308553e+00  0.000000e+00  3.344103e-01  8.939217e-02  4.297627e-02  2.770883e-02
-1.780890e-01  9.838207e-01 -1.466379e+01  2.959994e+02  5.947553e-01  4.513133e-01  1.695133e-01  1.920165e-01
-4.815914e-03  2.515195e-02  4.521824e-03  3.637718e+02  1.625765e+01  3.139626e+00  1.337488e+00  1.540957e+01
1 -5.117565e-03 -2.673493e-03  0.000000e+00  1.019256e-02  0.000000e+00  1.010000e+00 0 2 -1.000000e+00
-2.224074e-02 -6.299634e-03  1.741585e+01  0.000000e+00  6.955989e-01 -1.481560e-01 -1.152862e-01  4.448483e-01
3  6.438018e-02 -2.066740e-02  5.357278e-01  2.487240e-01  5.998649e-01  6.900000e-01 1 3 -1.000000e+00
 3.117349e-01 -1.383699e-01  2.183280e+00  0.000000e+00  2.124530e-01 -2.690910e-01  2.996562e-01  1.312436e-01
-2.182245e-01 -5.996467e-02 -3.639619e+00  1.022691e+01  4.977436e-01 -6.331014e-01 -3.552437e-01  3.963498e-01
-4.094018e-03  9.590645e-04  7.399248e-03  1.577283e+01  1.267492e+01 -9.285334e-01 -5.409856e-01  1.246042e+01
5  5.758055e-02 -8.267554e-02  2.179407e+00  1.052773e+00  1.000000e+00  8.300000e-01 1 2 -1.000000e+00
-3.719251e-02 -1.199391e+00  3.417140e+00  0.000000e+00  3.712009e-01  3.198259e-01  2.138528e-02  7.211620e-02
-7.510794e-01  3.306115e-01 -2.226772e+00  1.904802e+01  6.276837e-01 -5.450455e-01  5.390968e-01  1.783228e-01
 5.658340e-01  8.949287e-01  5.782883e+00  9.357452e+00  4.300130e-01  1.178433e-01 -3.715832e-01  9.724829e-02
 9.501646e-01  1.070046e-01 -4.692635e+00  1.107418e+01  5.475765e-01 -6.420340e-01 -7.469465e-02  1.262934e-01
-2.137619e-03  2.936251e-03  1.693930e-03  3.941708e+01  2.551923e+01  5.343217e-01  3.250234e+00  2.395560e+01
3 -1.865501e+00  1.348918e-01  1.139391e+01  5.295104e+00  8.960931e-01  1.380000e+00 1 2 -1.000000e+00
-2.947665e+00 -5.123667e+00  1.243190e+01  4.756395e+02  6.270388e-01 -1.508998e-02 -2.417315e-01  2.891412e-02
-5.271666e+00  6.030715e+00  3.466313e+00  0.000000e+00  4.513391e-01 -6.405394e-02  9.184163e-02  3.145374e-03
-3.982745e+00 -3.771460e+00 -1.114014e+01  4.796077e+02  7.447352e-01 -1.689918e-01 -3.554819e-01  4.584893e-02
3 -3.061780e-01 -3.583396e-01  6.990930e-01  3.688756e-01  7.135990e-01  7.800000e-01 2 3  2.992580e-01
-3.561742e-01  2.717865e-01  6.085495e+00  0.000000e+00  4.535131e-01 -7.750038e-02  3.582128e-01  9.593092e-02
-4.842374e-03 -3.326115e-01 -4.342603e+00  6.757545e+00  5.756075e-01  6.066304e-01 -2.058765e-01  1.824802e-01
 5.946454e-04 -1.675199e-03  1.503213e-03  1.600092e+01  2.805834e+01  5.639683e+00  5.925072e+00  2.680947e+01
5 -1.334157e-01 -1.221202e-01  1.432757e+00  7.819579e-01  1.000000e+00  9.500000e-01 2 2 -1.000000e+00
-1.409367e-01 -1.060223e+00  8.571682e+00  0.000000e+00  5.534711e-01  2.775393e-01 -7.547724e-02  2.117764e-01
 3.028962e-01  3.016862e-01 -2.842482e+00  8.869191e+00  1.312149e+00 -3.864570e-02 -6.691405e-01  8.271641e-01
-8.429796e-01 -5.584074e-01 -3.539806e+01  4.677044e-01  6.342909e-01 -2.002074e-01 -3.491565e-01  2.702709e-01
-9.465371e-01 -3.115701e-01  3.390407e+01  4.538234e-01  5.872682e-01 -3.228385e-01 -1.913841e-01  2.165486e-01
 8.321731e-02  8.508144e-02  5.933032e-01  9.091177e+00  2.680485e+00  4.411305e-02 -1.066117e+00  2.007624e+00
3  1.124439e-02  5.796659e-02  5.667315e-01  2.899275e-01  3.340268e-01  9.800000e-01 1 2 -1.000000e+00
-1.717526e-02 -2.435839e-01 -1.870465e+00  1.265170e+01  5.365357e-01  8.604803e-01 -9.486463e-02  3.605457e-01
 2.054234e-01  2.776017e-01  5.599743e+00  0.000000e+00  3.187278e-01  2.019181e-01 -4.947537e-01  1.646854e-01
-4.924053e-04 -2.704779e-03  2.770315e-03  2.333696e+01  2.039098e+01  3.691589e+00 -1.188435e+00  1.996512e+01
3  3.375019e-02  5.526980e-02  4.093853e-01  1.795024e-01  3.480462e-01  1.130000e+00 2 2 -1.000000e+00
-5.717683e-02 -1.526258e-01 -1.163197e+00  1.009737e+01  5.628871e-01  7.212621e-01 -7.283875e-01  4.606022e-01
 1.738605e-01  1.853358e-01  3.342076e+00  0.000000e+00  2.232010e-01 -1.022692e-02 -5.514498e-01  1.327640e-01
-1.061446e-03 -2.387504e-03  2.001781e-03  1.561611e+01  2.434999e+01  5.896336e+00 -3.301563e+00  2.412787e+01
5  1.004583e-01 -3.516541e-01  3.304622e+00  1.333345e+00  1.000000e+00  1.030000e+00 3 2 -1.000000e+00
 8.771257e-01 -2.065308e+00  2.601081e+00  0.000000e+00  3.694177e-01  6.188150e-02  9.669104e-02  3.375898e-02
-9.805944e-01  6.677131e-01  1.638221e+01  1.405328e+02  5.682669e-01 -2.425786e-01  2.578900e-01  1.118949e-01
 4.791750e-01  8.572849e-01 -2.035095e+00  1.614653e+02  9.669300e-01  2.345572e-01 -6.614031e-01  4.492697e-01
-1.074868e+00  3.477685e-01 -1.393428e+01  1.407071e+02  6.257145e-01 -4.319467e-01  1.589878e-01  1.320428e-01
 1.813535e-04  5.423186e-02  4.010161e-02  1.836197e+02  6.321523e+00  1.429056e+00 -1.157474e+00  5.395179e+00
1  2.527273e-02  1.932108e-01  0.000000e+00  3.661734e-01  0.000000e+00  5.800000e-01 0 2 -1.000000e+00
 1.543993e-01  5.542151e-01  3.012403e+00  0.000000e+00  3.807558e-01  2.178304e-01 -6.365777e-02  1.169156e-01
3 -2.530280e-01  2.101686e-02  7.503170e-01  3.054360e-01  7.041768e-01  9.300000e-01 2 1 -1.000000e+00
-6.507642e-01 -6.077339e-02  2.071406e+00  0.000000e+00  2.609885e-01 -2.508762e-01  2.086189e-02  4.346521e-02
 9.845206e-02 -2.014685e-02 -2.941599e+00  7.458184e+01  1.688170e+00 -7.874726e-01  4.397909e-01  1.300016e+00
 7.601912e-02 -1.430223e-02  1.906197e+00  7.458955e+01  2.161975e+00 -7.927894e-01  4.439213e-01  1.751458e+00
3 -9.328830e-01  2.094985e+00  1.954059e+01  5.045144e+00  7.060524e-01  1.650000e+00 5 2 -1.000000e+00
 7.714835e+00  1.703429e+00  6.859356e+00  1.197940e+03  5.927760e-01 -4.940665e-03 -1.414945e-01  1.294424e-02
 4.277447e+00  4.348738e+00 -4.843065e+00  1.236060e+03  8.733587e-01  2.180648e-01 -4.182900e-01  2.902941e-02
-1.125172e+01  6.404977e+00  2.742698e+00  0.000000e+00  3.904969e-01  2.083912e-02  8.034426e-02  4.367258e-03
3 -2.741285e-01  7.754387e-01  6.310356e-01  2.831367e-01  8.365605e-01  1.070000e+00 1 1  2.920938e-01
-1.625214e-01 -1.197065e-01 -2.661863e+00  3.369168e+01  5.278196e-01 -2.172525e-01 -7.425850e-01  1.860912e-01
 3.102610e-01  2.982440e-01  2.226809e+00  0.000000e+00  2.577297e-01 -2.519129e-02 -3.182099e-01  2.954946e-02
-4.081056e-03 -3.383073e-03  4.657167e-03  4.196107e+01  1.566689e+01 -3.903510e-01  4.922844e-01  1.472673e+01
3 -1.617894e-02  6.050211e-02  3.996011e-01  2.191870e-01  4.111617e-01  9.000000e-01 2 2 -1.000000e+00
 7.762793e-02 -1.322330e-01 -1.504464e+00  3.660517e+00  7.060831e-01  5.141635e-01  6.976470e-01  4.468552e-01
-1.840341e-02  2.556575e-01  3.659058e+00  0.000000e+00  3.007444e-01  4.643816e-01  3.700757e-03  1.012453e-01
 1.987607e-03 -4.000318e-03  6.992170e-03  4.915108e+00  1.365162e+01  8.520265e-01  4.039843e+00  1.303416e+01
5  2.284254e-02  5.846985e-02  1.421842e+00  5.555291e-01  1.000000e+00  7.400000e-01 4 3 -1.000000e+00
 7.208000e-02 -6.739529e-01 -1.439136e+00  7.552067e+00  5.890286e-01  9.048754e-01  2.120360e-01  4.818662e-01
 6.800053e-01  3.879474e-01  2.843972e+00  0.000000e+00  2.006988e-01 -3.314492e-01 -4.211923e-01  1.061493e-01
-2.776681e-01  6.940286e-01 -2.979383e+00  3.767349e+00  4.534641e-01  5.151234e-01  6.074449e-01  3.495252e-01
-7.123973e-01  1.001099e-01  4.472451e+00  2.717089e+00  2.201452e-01 -6.018818e-01  1.494018e-01  1.230434e-01
-3.309027e-04 -2.006154e-03  8.910804e-04  2.032132e+01  3.695012e+01  1.301343e+01  9.103684e-01  3.667155e+01
3  1.451630e-01  1.561333e-02  9.155261e-01  4.498223e-01  2.400276e-01  1.360000e+00 2 2 -1.000000e+00
-2.933688e-01 -2.782483e-02 -1.316174e+00  7.794901e+01  7.804220e-01 -8.977414e-01  4.531047e-02  1.512398e-01
 5.104942e-01  4.103444e-01  5.483425e+00  0.000000e+00  4.581393e-01 -1.821492e-01 -2.794045e-01  5.444139e-02
-5.153640e-03 -2.045670e-03  1.946998e-03  1.017828e+02  2.538792e+01 -2.888840e+00 -8.533097e+00  2.386494e+01
1 -5.771099e+00 -6.885482e+00  0.000000e+00  2.979707e+00  0.000000e+00  9.300000e-01 0 2  2.760806e-01
-5.089877e+00 -5.333251e+00  1.386404e+01  0.000000e+00  5.843740e-01  6.694344e-02 -3.100556e-01  6.174987e-04
3 -3.268039e-01  1.204487e+00  8.956507e-01  3.936095e-01  9.223902e-01  5.700000e-01 3 3  3.018738e-01
-2.037129e-01 -2.028664e-01 -3.232761e+00  2.084051e+01  6.611881e-01  3.291628e-02 -6.504177e-01  1.671800e-01
 5.422234e-01  2.928848e-01  2.981867e+00  0.000000e+00  3.461553e-01 -1.276499e-01 -2.754233e-01  3.031914e-02
-1.000573e-02 -6.587562e-03  1.829813e-02  2.482526e+01  8.403797e+00 -2.363329e-01  3.316049e-01  7.166967e+00
3  1.861160e-01 -1.293621e-01  2.859999e+00  1.828736e+00  5.182152e-01  1.420000e+00 5 3 -1.000000e+00
-1.247295e+00  3.107401e-01 -2.839683e+00  6.197010e+01  6.602894e-01 -5.989465e-01  3.298761e-01  6.210869e-02
 8.534561e-01 -1.629991e+00  5.479737e+00  0.000000e+00  4.489084e-01  1.914487e-01  2.907900e-01  1.376948e-02
-1.352529e-03  6.800192e-04  5.906884e-05  1.475715e+02  1.332019e+02 -2.307879e+01  3.913315e+00  1.309484e+02
3 -7.984162e-02 -2.926215e-02  6.667330e-01  3.152260e-01  5.232784e-01  1.320000e+00 5 2 -1.000000e+00
-3.713582e-01 -1.534969e-01  2.255324e+00  0.000000e+00  2.027563e-01 -2.857135e-01 -3.325206e-01  7.225382e-02
 2.752040e-01  9.261661e-03 -4.309988e+00  4.824840e+00  3.704683e-01 -7.861840e-01 -1.012132e-01  2.197754e-01
 1.777154e-03  4.227386e-04  7.528372e-04  9.060456e+00  3.778896e+01 -4.565611e+00  2.067507e+00  3.735688e+01
3 -6.364754e-03  2.919896e-01  2.593505e+00  1.331607e+00  5.563648e-01  1.380000e+00 5 3 -1.000000e+00
-2.983091e-01 -1.000424e+00 -2.165021e+00  6.486746e+01  6.219508e-01  6.247199e-01 -4.631798e-01  8.445007e-02
-5.887380e-01  1.576768e+00  3.891370e+00  0.000000e+00  3.889371e-01  2.627107e-01  2.177202e-01  2.359919e-02
 4.873600e-05 -2.659918e-03  1.140118e-04  1.249007e+02  9.545508e+01  1.227715e+01  1.084447e-01  9.360566e+01
1 -2.338331e+00 -5.741669e+00  0.000000e+00  2.676250e+00  0.000000e+00  8.600000e-01 0 2  2.785785e-01
-2.345749e+00 -4.147669e+00  3.277097e+00  0.000000e+00  4.191681e-01  1.383956e-01 -1.142987e-01  1.275835e-03
3  1.359653e-01  1.118164e-01  6.004873e-01  2.751897e-01  8.438978e-01  7.700000e-01 5 1 -1.000000e+00
 3.666137e-01  3.179071e-01  2.006291e+00  0.000000e+00  2.363003e-01 -7.206118e-02 -2.821564e-01  9.667999e-02
-4.149885e-02 -3.992719e-02  7.358655e-01  1.174490e+01  2.375794e+00  1.500143e-02 -7.305064e-01  2.103161e+00
-8.320009e-02 -7.990252e-02 -2.377410e+00  1.171408e+01  1.268987e+00 -5.763465e-02 -6.997557e-01  1.040383e+00
5 -3.097433e-01  5.510984e-01  7.854032e+00  2.930900e+00  1.000000e+00  2.600000e+00 5 2 -1.000000e+00
-3.650439e+00 -1.024826e+00  1.259507e+01  1.330845e+02  6.057898e-01 -2.731792e-01 -3.712960e-02  1.415477e-02
 1.111412e+00 -1.493028e+00 -1.810058e+00  3.397727e+02  1.136561e+00  7.611640e-02  7.518801e-01  2.324049e-01
-3.292555e+00  1.201517e+00 -1.155508e+01  1.396652e+02  7.076248e-01 -3.080524e-01  2.777210e-01  2.624811e-02
 1.515271e+00  4.891360e+00  5.049075e+00  0.000000e+00  5.434475e-01  8.745809e-02 -5.229948e-02  1.380002e-02
 4.264530e-02 -8.433345e-02  2.247615e-02  3.805272e+02  8.697435e+00  2.331394e+00  3.053440e+00  6.988549e+00
1 -2.673496e-01  3.933310e-01  0.000000e+00  7.135842e-01  0.000000e+00  4.900000e-01 0 2 -1.000000e+00
-1.150714e+00  8.859825e-01  3.949615e+00  0.000000e+00  4.454328e-01 -2.933244e-02  2.312903e-01  1.668324e-01
3  1.690776e+00  7.624193e-01  1.853407e+00  9.304260e-01  8.980842e-01  8.300000e-01 1 3  2.858022e-01
 1.208866e+00  2.004314e-01  5.420333e+00  0.000000e+00  4.720603e-01 -2.871113e-01 -1.086133e-01  8.568479e-03
-6.421608e-01  2.943260e-01 -4.867915e+00  9.692351e+01  7.992222e-01 -3.551303e-01  3.458626e-01  7.824004e-02
-1.720869e-02  5.376368e-03  1.398457e-02  1.241152e+02  9.979056e+00 -1.042241e+00  2.833694e+00  7.426966e+00
